,Network,Show,date,Duration,Broadcast Week,Day Of Week,Hour Of Day,brand_id,favs,rtcount,twitter_polarity,twitter_subjectivity,youtube_polarity,youtube_subjectivity
0,USA Network,The Shawshank Redemption,2018-04-08,15,14,7,20,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
1,USA Network,The Shawshank Redemption,2018-04-08,15,14,7,21,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
2,FYI,Duck Dynasty,2018-04-08,15,14,7,23,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
3,FYI,Duck Dynasty,2018-04-08,15,14,7,22,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
4,MSNBC,Dateline Extra,2018-04-08,15,14,7,23,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
5,MSNBC,Dateline Extra,2018-04-08,15,14,7,23,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
6,MSNBC,Kasie DC,2018-04-08,15,14,7,20,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
7,MSNBC,Kasie DC,2018-04-08,15,14,7,20,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
8,TBS,The Big Bang Theory,2018-04-08,15,14,7,21,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
9,TBS,The Big Bang Theory,2018-04-08,15,14,7,21,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
10,TBS,San Andreas,2018-04-08,15,14,7,20,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
11,AMC,The Walking Dead,2018-04-08,15,14,7,16,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
12,AMC,The Walking Dead,2018-04-08,15,14,7,18,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
13,History Channel,American Pickers,2018-04-08,15,14,7,15,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
14,History Channel,American Pickers,2018-04-08,15,14,7,15,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
15,History Channel,American Pickers,2018-04-08,15,14,7,14,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
16,History Channel,The Curse of Civil War Gold: Diving Deeper,2018-04-08,15,14,7,0,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
17,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-08,15,14,7,14,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
18,Travel Channel,Food Paradise,2018-04-08,15,14,7,16,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
19,Travel Channel,Bizarre Foods: Delicious Destinations,2018-04-08,15,14,7,15,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
20,FYI,Parking Wars,2018-04-08,15,14,7,3,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
21,FYI,Parking Wars,2018-04-08,15,14,7,1,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
22,HGTV,House Hunters,2018-04-08,15,14,7,14,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
23,Paramount Network,Bar Rescue,2018-04-08,15,14,7,11,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
24,Paramount Network,Bar Rescue,2018-04-08,15,14,7,13,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
25,Paramount Network,Bar Rescue,2018-04-08,15,14,7,13,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
26,Paramount Network,Engine Power,2018-04-08,15,14,7,9,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
27,MSNBC,Dateline Extra,2018-04-08,15,14,7,1,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
28,MSNBC,The Beat With Ari Melber,2018-04-08,15,14,7,0,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
29,MSNBC,The Beat With Ari Melber,2018-04-08,15,14,7,0,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
30,MSNBC,Kasie DC,2018-04-08,15,14,7,19,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
31,TBS,San Andreas,2018-04-08,15,14,7,19,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
32,A&E,Live PD,2018-04-08,15,14,7,2,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
33,A&E,Live PD: Rewind,2018-04-08,15,14,7,3,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
34,FOX News Channel,America's News Headquarters,2018-04-08,15,14,7,12,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
35,Discovery Channel,Gold Rush,2018-04-08,15,14,7,10,tripadvisor,18.545454545454547,7.090909090909091,0.18787878787878787,0.3977272727272727,,
36,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-09,15,15,1,12,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
37,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-09,15,15,1,16,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
38,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-09,15,15,1,16,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
39,AMC,Braveheart,2018-04-09,15,15,1,15,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
40,HGTV,Love It or List It,2018-04-09,15,15,1,13,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
41,Discovery Channel,Fast N' Loud,2018-04-09,15,15,1,16,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
42,Discovery Channel,Shifting Gears With Aaron Kaufman,2018-04-09,15,15,1,11,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
43,FYI,Duck Dynasty,2018-04-09,15,15,1,3,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
44,FYI,Duck Dynasty,2018-04-09,15,15,1,2,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
45,Paramount Network,Two and a Half Men,2018-04-09,15,15,1,16,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
46,Paramount Network,Two and a Half Men,2018-04-09,15,15,1,16,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
47,Paramount Network,Bar Rescue,2018-04-09,15,15,1,3,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
48,CNN,New Day With Chris Cuomo and Alisyn Camerota,2018-04-09,15,15,1,7,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
49,TNT,The Hobbit: The Battle of the Five Armies,2018-04-09,15,15,1,0,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
50,TNT,The Hobbit: The Battle of the Five Armies,2018-04-09,15,15,1,1,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
51,MSNBC,Lockup: Tulsa- Extended Stay,2018-04-09,15,15,1,1,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
52,TBS,American Dad,2018-04-09,15,15,1,13,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
53,TBS,American Dad,2018-04-09,15,15,1,14,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
54,TBS,Bob's Burgers,2018-04-09,15,15,1,15,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
55,TBS,Final Space,2018-04-09,15,15,1,1,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
56,Bloomberg Business Television,Bloomberg Technology,2018-04-09,15,15,1,23,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
57,Bloomberg Business Television,Bloomberg Markets: Asia,2018-04-09,15,15,1,22,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
58,A&E,Biggie: The Life of Notorious B.I.G.,2018-04-09,15,15,1,21,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
59,FYI,Kitchen Nightmares,2018-04-09,15,15,1,21,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
60,FYI,Kitchen Nightmares,2018-04-09,15,15,1,22,tripadvisor,867.0,86.78947368421052,0.3223684210526316,0.23815789473684207,,
61,FYI,American Restoration,2018-04-11,15,15,3,20,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
62,FYI,American Restoration,2018-04-11,15,15,3,22,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
63,HGTV,House Hunters International,2018-04-11,15,15,3,22,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
64,History Channel,American Pickers,2018-04-11,15,15,3,22,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
65,Bloomberg Business Television,Bloomberg Technology,2018-04-11,15,15,3,23,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
66,Bloomberg Business Television,Bloomberg Markets: Asia,2018-04-11,15,15,3,22,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
67,MSNBC,The Last Word With Lawrence O'Donnell,2018-04-11,15,15,3,22,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
68,CNN,Anderson Cooper 360,2018-04-11,15,15,3,20,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
69,A&E,Marcia Clark Investigates The First 48: A Closer Look,2018-04-11,15,15,3,2,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
70,AMC,Independence Day,2018-04-11,15,15,3,18,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
71,Paramount Network,Two and a Half Men,2018-04-11,15,15,3,15,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
72,Paramount Network,Ink Master,2018-04-11,15,15,3,3,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
73,FYI,Shipping Wars,2018-04-11,15,15,3,1,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
74,Discovery Channel,Street Outlaws,2018-04-11,15,15,3,16,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
75,Discovery Channel,Twin Turbos,2018-04-11,15,15,3,10,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
76,MSNBC,Hardball With Chris Matthews,2018-04-11,15,15,3,19,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
77,HGTV,House Hunters,2018-04-11,15,15,3,1,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
78,HGTV,Property Brothers,2018-04-11,15,15,3,14,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
79,HGTV,Good Bones,2018-04-11,15,15,3,0,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
80,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-11,15,15,3,15,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
81,Travel Channel,Food Paradise,2018-04-11,15,15,3,13,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
82,Travel Channel,Best in Food,2018-04-11,15,15,3,12,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
83,TBS,Friends,2018-04-11,15,15,3,11,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
84,TBS,Friends,2018-04-11,15,15,3,12,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
85,TBS,Friends,2018-04-11,15,15,3,13,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
86,TBS,Friends,2018-04-11,15,15,3,15,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
87,TBS,The King of Queens,2018-04-11,15,15,3,9,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
88,TBS,American Dad,2018-04-11,15,15,3,17,tripadvisor,39.2,23.6,0.12000000000000002,0.58,-0.5,0.8500000000000001
89,FYI,American Restoration,2018-04-12,15,15,4,0,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
90,FYI,American Restoration,2018-04-12,15,15,4,2,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
91,BBC America,Planet Earth: Frozen Planet,2018-04-12,15,15,4,14,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
92,BBC America,Planet Earth: Frozen Planet,2018-04-12,15,15,4,16,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
93,BBC America,Planet Earth: Frozen Planet,2018-04-12,15,15,4,17,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
94,HGTV,House Hunters International,2018-04-12,15,15,4,1,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
95,HGTV,Flip or Flop,2018-04-12,15,15,4,19,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
96,HGTV,Fixer Upper,2018-04-12,15,15,4,12,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
97,HGTV,Flipping Virgins,2018-04-12,15,15,4,13,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
98,History Channel,American Pickers,2018-04-12,15,15,4,2,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
99,Discovery Channel,Naked and Afraid,2018-04-12,15,15,4,12,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
100,Discovery Channel,Naked and Afraid,2018-04-12,15,15,4,12,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
101,Discovery Channel,Naked and Afraid,2018-04-12,15,15,4,16,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
102,Discovery Channel,Naked and Afraid,2018-04-12,15,15,4,16,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
103,Travel Channel,Mysteries at the Museum,2018-04-12,15,15,4,12,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
104,Travel Channel,Mysteries at the Museum,2018-04-12,15,15,4,13,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
105,Travel Channel,Mysteries at the Museum,2018-04-12,15,15,4,15,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
106,Travel Channel,Mysteries at the Museum,2018-04-12,15,15,4,17,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
107,AMC,The Green Mile,2018-04-12,15,15,4,19,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
108,MSNBC,Hardball With Chris Matthews,2018-04-12,15,15,4,19,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
109,Paramount Network,Bar Rescue,2018-04-12,15,15,4,3,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
110,ABC,Good Morning America,2018-04-12,15,15,4,7,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
111,ABC,Good Morning America,2018-04-12,15,15,4,8,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
112,CNN,The Lead With Jake Tapper,2018-04-12,15,15,4,16,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
113,CNN,The Lead With Jake Tapper,2018-04-12,15,15,4,16,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
114,CNN,New Day With Chris Cuomo and Alisyn Camerota,2018-04-12,15,15,4,8,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
115,MSNBC,All In With Chris Hayes,2018-04-12,15,15,4,20,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
116,Discovery Channel,Naked and Afraid Pop-Up Edition,2018-04-12,15,15,4,22,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
117,Discovery Channel,Naked and Afraid Pop-Up Edition,2018-04-12,15,15,4,20,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
118,AMC,The Green Mile,2018-04-12,15,15,4,20,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
119,Bloomberg Business Television,Bloomberg Technology,2018-04-12,15,15,4,23,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
120,Bloomberg Business Television,Bloomberg Technology,2018-04-12,15,15,4,23,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
121,Bloomberg Business Television,Bloomberg Markets: Asia,2018-04-12,15,15,4,21,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
122,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-04-12,15,15,4,20,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
123,FYI,Tiny House Hunting,2018-04-12,15,15,4,22,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
124,FYI,Tiny House Hunting,2018-04-12,15,15,4,20,tripadvisor,2672.777777777778,829.5555555555555,0.10555555555555556,0.24583333333333338,0.0,0.0
125,MSNBC,The Rachel Maddow Show,2018-05-16,15,20,3,21,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
126,MSNBC,The 11th Hour With Brian Williams,2018-05-16,15,20,3,23,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
127,IFC,Superbad,2018-05-16,15,20,3,21,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
128,Bloomberg Business Television,The David Rubenstein Show: Peer to Peer Conversations,2018-05-16,15,20,3,21,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
129,Bloomberg Business Television,Bloomberg Technology,2018-05-16,15,20,3,23,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
130,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-16,15,20,3,20,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
131,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-16,15,20,3,22,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
132,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-16,15,20,3,22,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
133,CNN,The Situation Room With Wolf Blitzer,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
134,CNN,CNN Newsroom With Brooke Baldwin,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
135,USA Network,NCIS,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
136,USA Network,NCIS,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
137,Food Network,Guy's Grocery Games,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
138,Food Network,Guy's Grocery Games,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
139,Food Network,Guy's Grocery Games,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
140,Food Network,Guy's Grocery Games,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
141,AMC,Ocean's Thirteen,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
142,AMC,The Bourne Ultimatum,2018-05-16,15,20,3,18,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
143,AMC,The Bourne Ultimatum,2018-05-16,15,20,3,19,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
144,BBC America,Diana: Legacy of a Princess,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
145,BBC America,Diana: Legacy of a Princess,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
146,BBC America,Britain's Royal Weddings,2018-05-16,15,20,3,14,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
147,BBC America,Britain's Royal Weddings,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
148,FOX News Channel,The Five,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
149,FOX News Channel,The Five,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
150,A&E,Dog the Bounty Hunter,2018-05-16,15,20,3,8,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
151,A&E,Dog the Bounty Hunter,2018-05-16,15,20,3,10,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
152,A&E,Dog the Bounty Hunter,2018-05-16,15,20,3,11,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
153,A&E,Dog the Bounty Hunter,2018-05-16,15,20,3,11,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
154,A&E,Storage Wars,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
155,A&E,Storage Wars,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
156,Paramount Network,Roseanne,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
157,Paramount Network,Roseanne,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
158,Paramount Network,Mom,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
159,Investigation Discovery,See No Evil,2018-05-16,15,20,3,18,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
160,Investigation Discovery,Hear No Evil,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
161,TBS,American Dad,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
162,TBS,Brooklyn Nine-Nine,2018-05-16,15,20,3,2,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
163,TBS,Brooklyn Nine-Nine,2018-05-16,15,20,3,2,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
164,FYI,Shipping Wars,2018-05-16,15,20,3,0,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
165,Bloomberg Business Television,What'd You Miss?,2018-05-16,15,20,3,16,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
166,Bloomberg Business Television,Bloomberg Markets: European Close,2018-05-16,15,20,3,11,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
167,Bloomberg Business Television,Bloomberg Technology,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
168,Bloomberg Business Television,Bloomberg Daybreak: Americas,2018-05-16,15,20,3,8,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
169,Bloomberg Business Television,Bloomberg Daybreak: Americas,2018-05-16,15,20,3,8,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
170,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-16,15,20,3,19,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
171,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-16,15,20,3,19,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
172,Bloomberg Business Television,Bloomberg Daybreak: Australia,2018-05-16,15,20,3,18,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
173,Bloomberg Business Television,Bloomberg Markets: Balance of Power,2018-05-16,15,20,3,12,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
174,Bloomberg Business Television,Bloomberg Markets: The Open,2018-05-16,15,20,3,9,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
175,Discovery Channel,Texas Car Wars,2018-05-16,15,20,3,11,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
176,Bravo,The Real Housewives of New York City,2018-05-16,15,20,3,15,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
177,Bravo,The Real Housewives of New York City,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
178,HGTV,Property Brothers: Buying & Selling,2018-05-16,15,20,3,17,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
179,HGTV,Property Brothers: Buying & Selling,2018-05-16,15,20,3,14,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
180,HGTV,Property Brothers: Buying & Selling,2018-05-16,15,20,3,13,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
181,HGTV,Property Brothers: Buying & Selling,2018-05-16,15,20,3,19,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
182,HGTV,Property Brothers: Buying & Selling,2018-05-16,15,20,3,19,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
183,HGTV,Flipping Virgins,2018-05-16,15,20,3,9,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
184,HGTV,Flipping Virgins,2018-05-16,15,20,3,11,tripadvisor,52.3,27.8,0.305239898989899,0.41515151515151516,,
185,Paramount Network,American Ninja Warrior,2018-05-17,15,20,4,3,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
186,USA Network,NCIS,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
