,Network,Show,date,Duration,Broadcast Week,Day Of Week,Hour Of Day,brand_id,favs,rtcount,twitter_polarity,twitter_subjectivity,youtube_polarity,youtube_subjectivity
4603,Investigation Discovery,Homicide Hunter: Lt. Joe Kenda,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4604,Investigation Discovery,Homicide Hunter: Lt. Joe Kenda,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4605,Investigation Discovery,Homicide Hunter: Lt. Joe Kenda,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4606,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4607,HLN,Forensic Files,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4608,Discovery Channel,American Chopper,2018-06-06,15,23,3,20,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4609,Discovery Channel,American Chopper,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4610,Discovery Channel,Misfit Garage,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4611,MSNBC,The Rachel Maddow Show,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4612,TNT,The Rock,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4613,Discovery Channel,NASA's Unexplained Files,2018-06-06,15,23,3,10,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4614,Discovery Channel,NASA's Unexplained Files,2018-06-06,15,23,3,10,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4615,Discovery Channel,American Chopper: Shaq Bike,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4616,Discovery Channel,American Chopper: Shaq Bike,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4617,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,8,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4618,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4619,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4620,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,11,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4621,Bravo,The Real Housewives of New York City,2018-06-06,15,23,3,17,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4622,IFC,Salt,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4623,IFC,Skyfall,2018-06-06,15,23,3,19,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4624,TV Land,The Andy Griffith Show,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4625,TV Land,Bonanza,2018-06-06,15,23,3,11,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4626,TV Land,Gunsmoke,2018-06-06,15,23,3,12,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4627,TV Land,Gunsmoke,2018-06-06,15,23,3,14,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4628,BBC America,Star Trek: Voyager,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4629,BBC America,Star Trek: Voyager,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4630,BBC America,Star Trek: Voyager,2018-06-06,15,23,3,14,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4631,TBS,Seinfeld,2018-06-06,15,23,3,11,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4632,TBS,Friends,2018-06-06,15,23,3,12,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4633,TBS,Friends,2018-06-06,15,23,3,13,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4634,TBS,Friends,2018-06-06,15,23,3,13,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4635,TBS,Friends,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4636,TBS,Friends,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4637,TBS,Friends,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4638,TBS,The King of Queens,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4639,TBS,American Dad,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4640,TBS,American Dad,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4641,TBS,American Dad,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4642,TBS,American Dad,2018-06-06,15,23,3,17,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4643,Paramount Network,Two and a Half Men,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4644,Paramount Network,Two and a Half Men,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4645,Paramount Network,Two and a Half Men,2018-06-06,15,23,3,2,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4646,Paramount Network,Two and a Half Men,2018-06-06,15,23,3,3,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4647,Paramount Network,Two and a Half Men,2018-06-06,15,23,3,3,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4648,Paramount Network,Mom,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4649,Paramount Network,Mom,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4650,Paramount Network,Mom,2018-06-06,15,23,3,17,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4651,Paramount Network,Mom,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4652,CNN,The Situation Room With Wolf Blitzer,2018-06-06,15,23,3,17,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4653,CNN,CNN Newsroom With Brooke Baldwin,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4654,CNN,CNN Newsroom With Brooke Baldwin,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4655,CNN,New Day With Alisyn Camerota and John Berman,2018-06-06,15,23,3,7,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4656,CNN,New Day With Alisyn Camerota and John Berman,2018-06-06,15,23,3,7,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4657,A&E,Intervention,2018-06-06,15,23,3,3,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4658,A&E,Intervention,2018-06-06,15,23,3,1,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4659,HLN,Crime & Justice With Ashleigh Banfield,2018-06-06,15,23,3,19,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4660,History Channel,Pawn Stars,2018-06-06,15,23,3,14,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4661,History Channel,Pawn Stars,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4662,History Channel,Pawn Stars,2018-06-06,15,23,3,16,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4663,History Channel,Pawn Stars,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4664,History Channel,SIX,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4665,History Channel,D-Day in HD,2018-06-06,15,23,3,10,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4666,History Channel,D-Day in HD,2018-06-06,15,23,3,11,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4667,History Channel,D-Day in HD,2018-06-06,15,23,3,12,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4668,Weather,Weather Center Live,2018-06-06,15,23,3,12,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4669,Weather,Weather Center Live,2018-06-06,15,23,3,13,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4670,Weather,Weather Center Live,2018-06-06,15,23,3,13,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4671,Weather,Weather Center Live,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4672,Bloomberg Business Television,Bloomberg Markets: European Close,2018-06-06,15,23,3,11,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4673,Bloomberg Business Television,Bloomberg Daybreak: Americas,2018-06-06,15,23,3,8,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4674,Bloomberg Business Television,Bloomberg Daybreak: Americas,2018-06-06,15,23,3,8,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4675,Bloomberg Business Television,Bloomberg Markets: Americas,2018-06-06,15,23,3,15,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4676,Bloomberg Business Television,Bloomberg Markets: The Open,2018-06-06,15,23,3,9,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4677,USA Network,Law & Order: Special Victims Unit,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4678,USA Network,Law & Order: Special Victims Unit,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4679,USA Network,Law & Order: Special Victims Unit,2018-06-06,15,23,3,19,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4680,TNT,Law & Order,2018-06-06,15,23,3,1,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4681,TNT,Law & Order,2018-06-06,15,23,3,1,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4682,TNT,Law & Order,2018-06-06,15,23,3,1,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4683,TNT,Law & Order,2018-06-06,15,23,3,0,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4684,TNT,Law & Order,2018-06-06,15,23,3,0,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4685,HGTV,Property Brothers,2018-06-06,15,23,3,18,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4686,HGTV,Good Bones,2018-06-06,15,23,3,0,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4687,HGTV,Hidden Potential,2018-06-06,15,23,3,1,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4688,DIY Network,Stone House Revival,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4689,Bloomberg Business Television,Bloomberg Technology,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4690,Bloomberg Business Television,Bloomberg Technology,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4691,USA Network,Law & Order: Special Victims Unit,2018-06-06,15,23,3,20,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4692,USA Network,Law & Order: Special Victims Unit,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4693,AMC,The Perfect Storm,2018-06-06,15,23,3,23,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4694,IFC,Skyfall,2018-06-06,15,23,3,20,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4695,IFC,Skyfall,2018-06-06,15,23,3,21,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4696,FYI,Parking Wars,2018-06-06,15,23,3,20,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4697,FYI,Parking Wars,2018-06-06,15,23,3,22,tripadvisor,42.0,16.5,0.125,0.5375,0.0,0.0
4698,MSNBC,The Rachel Maddow Show,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4699,MSNBC,All In With Chris Hayes,2018-06-05,15,23,2,20,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4700,MSNBC,All In With Chris Hayes,2018-06-05,15,23,2,20,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4701,AMC,The Bourne Ultimatum,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4702,IFC,Django Unchained,2018-06-05,15,23,2,23,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4703,CNN,Anderson Cooper 360,2018-06-05,15,23,2,20,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4704,A&E,Intervention,2018-06-05,15,23,2,23,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4705,A&E,Intervention,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4706,HLN,Forensic Files,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4707,HLN,Forensic Files,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4708,Bloomberg Business Television,Bloomberg Technology,2018-06-05,15,23,2,23,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4709,Bloomberg Business Television,Bloomberg Markets: Asia,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4710,Bloomberg Business Television,Bloomberg Markets: Asia,2018-06-05,15,23,2,22,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4711,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-06-05,15,23,2,20,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4712,TNT,Law & Order,2018-06-05,15,23,2,23,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4713,Weather,Weather Center Live,2018-06-05,15,23,2,12,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4714,HGTV,Fixer Upper,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4715,HGTV,Fixer Upper,2018-06-05,15,23,2,19,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4716,BBC America,Star Trek: Voyager,2018-06-05,15,23,2,14,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4717,BBC America,Star Trek: Voyager,2018-06-05,15,23,2,16,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4718,BBC America,Star Trek: Voyager,2018-06-05,15,23,2,16,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4719,Investigation Discovery,Murder Comes to Town,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4720,Investigation Discovery,Murder Comes to Town,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4721,Investigation Discovery,Murder Comes to Town,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4722,CNN,The Situation Room With Wolf Blitzer,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4723,CNN,CNN Newsroom With Brooke Baldwin,2018-06-05,15,23,2,15,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4724,CNN,CNN Newsroom With Brooke Baldwin,2018-06-05,15,23,2,15,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4725,CNN,CNN Newsroom With Brooke Baldwin,2018-06-05,15,23,2,15,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4726,CNN,New Day With Alisyn Camerota and John Berman,2018-06-05,15,23,2,7,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4727,CNN,New Day With Alisyn Camerota and John Berman,2018-06-05,15,23,2,7,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4728,CNN,New Day With Alisyn Camerota and John Berman,2018-06-05,15,23,2,8,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4729,CNN,New Day With Alisyn Camerota and John Berman,2018-06-05,15,23,2,8,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4730,TV Land,The Andy Griffith Show,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4731,TV Land,The Andy Griffith Show,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4732,TV Land,The Andy Griffith Show,2018-06-05,15,23,2,9,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4733,TV Land,The Andy Griffith Show,2018-06-05,15,23,2,9,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4734,TV Land,The Andy Griffith Show,2018-06-05,15,23,2,9,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4735,TV Land,Bonanza,2018-06-05,15,23,2,11,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4736,TV Land,Gunsmoke,2018-06-05,15,23,2,12,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4737,TV Land,Gunsmoke,2018-06-05,15,23,2,15,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4738,Discovery Channel,Deadliest Catch,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4739,Discovery Channel,Expedition Unknown,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4740,Discovery Channel,Expedition Unknown,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4741,TBS,Seinfeld,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4742,TBS,Seinfeld,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4743,TBS,Seinfeld,2018-06-05,15,23,2,11,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4744,TBS,Friends,2018-06-05,15,23,2,11,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4745,TBS,Friends,2018-06-05,15,23,2,13,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4746,TBS,The King of Queens,2018-06-05,15,23,2,9,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4747,Bravo,Below Deck,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4748,Bravo,Below Deck,2018-06-05,15,23,2,12,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4749,Bravo,Below Deck,2018-06-05,15,23,2,13,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4750,Bravo,Below Deck,2018-06-05,15,23,2,16,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4751,History Channel,Counting Cars,2018-06-05,15,23,2,9,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4752,History Channel,Counting Cars,2018-06-05,15,23,2,12,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4753,History Channel,Counting Cars,2018-06-05,15,23,2,11,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4754,History Channel,Forged in Fire,2018-06-05,15,23,2,17,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4755,History Channel,Forged in Fire,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4756,History Channel,Forged in Fire,2018-06-05,15,23,2,19,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4757,IFC,Django Unchained,2018-06-05,15,23,2,18,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4758,IFC,Django Unchained,2018-06-05,15,23,2,19,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4759,A&E,Intervention,2018-06-05,15,23,2,16,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4760,A&E,Intervention,2018-06-05,15,23,2,17,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4761,FYI,Kitchen Nightmares,2018-06-05,15,23,2,3,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4762,FYI,Kitchen Nightmares,2018-06-05,15,23,2,0,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4763,HLN,Crime & Justice With Ashleigh Banfield,2018-06-05,15,23,2,19,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4764,HLN,Crime & Justice With Ashleigh Banfield,2018-06-05,15,23,2,19,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4765,Bloomberg Business Television,What'd You Miss?,2018-06-05,15,23,2,15,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4766,Bloomberg Business Television,Bloomberg Markets: Americas,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4767,Bloomberg Business Television,Bloomberg Markets: Americas,2018-06-05,15,23,2,10,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4768,Bloomberg Business Television,Bloomberg Markets: Americas,2018-06-05,15,23,2,13,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4769,Bloomberg Business Television,Bloomberg Markets: Americas,2018-06-05,15,23,2,13,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4770,HGTV,Good Bones,2018-06-05,15,23,2,21,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4771,HGTV,Hidden Potential,2018-06-05,15,23,2,22,tripadvisor,35.785714285714285,12.642857142857142,0.2767451298701299,0.389448051948052,,
4772,AMC,The Shawshank Redemption,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4773,USA Network,Iron Man,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4774,USA Network,Iron Man,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4775,USA Network,Iron Man,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4776,USA Network,Iron Man,2018-06-30,15,26,6,22,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4777,USA Network,Iron Man,2018-06-30,15,26,6,23,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4778,Bravo,Superbad,2018-06-30,15,26,6,22,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4779,Bravo,Superbad,2018-06-30,15,26,6,23,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4780,Bravo,Talladega Nights,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4781,HLN,Forensic Files,2018-06-30,15,26,6,22,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4782,FYI,Parking Wars,2018-06-30,15,26,6,20,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4783,FYI,Parking Wars,2018-06-30,15,26,6,21,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4784,Investigation Discovery,American Monster,2018-06-30,15,26,6,2,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4785,Investigation Discovery,American Monster,2018-06-30,15,26,6,2,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4786,Food Network,"Diners, Drive-Ins and Dives",2018-06-30,15,26,6,17,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4787,Food Network,"Diners, Drive-Ins and Dives",2018-06-30,15,26,6,16,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4788,Food Network,The Kitchen,2018-06-30,15,26,6,12,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4789,Food Network,The Kitchen,2018-06-30,15,26,6,12,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4790,Food Network,The Kitchen,2018-06-30,15,26,6,11,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4791,Food Network,Dallas Cakes,2018-06-30,15,26,6,14,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4792,Food Network,Wedding Cake Championship,2018-06-30,15,26,6,13,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4793,History Channel,Swamp People,2018-06-30,15,26,6,19,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4794,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,8,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4795,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,8,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4796,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,9,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4797,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,10,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4798,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,12,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4799,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,13,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
4800,History Channel,The Men Who Built America: Frontiersmen,2018-06-30,15,26,6,15,tripadvisor,73.33333333333333,12.666666666666666,0.45,0.7999999999999999,,
